"","pm25","fips","longitude","latitude","regnum"
"472",4.17590077169482,46071,-101.669286,43.76851,2
"473",9.10132321826058,46099,-96.742201,43.601442,1
"474",6.10528517104277,46103,-103.105497,44.045194,2
"475",11.7823916935195,47009,-83.969238,35.754277,1
"476",10.8153386745778,47037,-86.765764,36.156595,1
"477",10.1044988057919,47045,-89.358984,36.060464,1
"478",11.4809949081829,47065,-85.2301,35.095522,1
"479",12.1552691594563,47093,-83.955932,35.973115,1
"480",9.04344598105775,47099,-87.375807,35.205257,1
"481",12.445652173913,47105,-84.29551,35.744899,1
"482",11.7211199914749,47107,-84.595909,35.41638,1
"483",9.7214552545156,47113,-88.827384,35.628652,1
"484",9.75586180958521,47119,-87.064841,35.616397,1
"485",10.6075389666176,47125,-87.370428,36.510616,1
"486",10.4591444106378,47141,-85.495277,36.157835,1
"487",12.0353832018138,47145,-84.526726,35.87976,1
"488",10.6580542566339,47157,-89.926902,35.133382,1
"489",11.0539762954624,47163,-82.383596,36.530363,1
"490",10.431050257732,47165,-86.487509,36.436444,1
"491",8.9111255603606,48029,-98.508944,29.453231,1
"492",11.277834613857,48037,-94.250198,33.43807,1
"493",5.34960373116053,48043,-103.402219,29.994131,2
"494",10.7113321544356,48061,-97.557442,26.082987,1
"495",10.1029541111782,48113,-96.788828,32.803579,1
"496",7.41224168467053,48135,-102.43482,31.867206,2
"497",9.74765199671523,48139,-96.798436,32.391428,1
"498",10.3050851370785,48141,-106.351813,31.770159,2
"499",11.7279558338076,48201,-95.363056,29.787777,1
"500",9.87371311989956,48203,-94.353085,32.548681,1
"501",10.2047614797847,48215,-98.159799,26.242291,1
"502",9.86604548789435,48245,-94.061768,29.98423,1
"503",7.7402380952381,48303,-101.852068,33.570085,2
"504",9.72221823933551,48355,-97.458944,27.747148,1
"505",9.83538961038961,48361,-93.842055,30.114604,1
"506",5.99885671918139,48375,-101.842212,35.257052,2
"507",10.3045918073048,48439,-97.26583,32.76383,1
"508",9.2146476941485,48453,-97.769809,30.321806,1
"509",7.97454300238614,49003,-112.480319,41.595787,2
"510",9.75774088312412,49005,-111.842117,41.751082,2
"511",9.63155203967738,49011,-111.940753,41.00435,2
"512",9.63223241847081,49035,-111.915566,40.655802,2
"513",6.62455532902934,49045,-112.690027,40.415422,2
"514",8.86685828172715,49049,-111.73671,40.236597,2
"515",9.19589464159308,49057,-111.972867,41.232183,2
"516",6.90222222222222,50003,-73.107955,43.029418,1
"517",6.29683653528726,50007,-73.12727,44.475682,1
"518",9.78223904148171,50021,-73.05306,43.595081,1
"519",9.3864455157637,51003,-78.535282,38.024179,1
"520",10.8817011927181,51013,-77.10826,38.880344,1
"521",9.48757888114595,51036,-77.071609,37.344868,1
"522",10.2362047552975,51041,-77.545895,37.419938,1
"523",10.3534592553053,51059,-77.249565,38.840845,1
"524",11.075065913371,51069,-78.244616,39.192751,1
"525",9.76781848706826,51087,-77.476994,37.584747,1
"526",10.1907621082621,51107,-77.568819,39.064634,1
"527",9.84487541239105,51139,-78.488469,38.613462,1
"528",10.8019088319088,51165,-78.84438,38.466513,1
"529",10.2215301318267,51520,-82.176193,36.611116,1
"530",9.32761898089767,51680,-79.170205,37.403672,1
"531",10.2577933993594,51710,-76.2599,36.885747,1
"532",10.3145980079593,51770,-79.955711,37.276895,1
"533",9.92818679537931,51775,-80.055836,37.286895,1
"534",9.80280614666391,51810,-76.087179,36.834498,1
"535",7.93077902151641,53011,-122.547831,45.692187,2
"536",7.93944411490059,53033,-122.196851,47.548745,2
"537",8.84377007829653,53053,-122.383565,47.171571,2
"538",7.82149191897902,53061,-122.094183,47.976838,2
"539",9.46225263808188,53077,-120.512943,46.482454,2
"540",12.8764114273625,54003,-77.983926,39.462988,1
"541",13.3398029761572,54009,-80.590963,40.296424,1
"542",13.0437226884185,54011,-82.323238,38.412924,1
"543",12.4051819949986,54029,-80.575484,40.504722,1
"544",11.7832403262114,54033,-80.341952,39.297035,1
"545",12.420487387962,54039,-81.605694,38.34893,1
"546",12.8436945026791,54049,-80.197936,39.499846,1
"547",13.1318613325649,54051,-80.712893,39.907446,1
"548",11.5568368020345,54061,-79.994783,39.634786,1
"549",12.4233210639628,54069,-80.67612,40.078772,1
"550",10.1144205471639,54081,-81.228271,37.771342,1
"551",12.8403648688476,54107,-81.5317,39.259427,1
"552",5.71523907808738,55003,-90.721893,46.337524,1
"553",11.3662880536154,55009,-88.032769,44.493492,1
"554",11.098743664562,55025,-89.393668,43.071496,1
"555",6.30819786503374,55041,-88.770485,45.604373,1
"556",11.2191912054405,55043,-90.667336,42.876486,1
"557",10.4409234137763,55059,-87.952431,42.568669,1
"558",10.0585723614208,55063,-91.189127,43.859415,1
"559",9.41794745484401,55071,-87.75858,44.102318,1
"560",11.5759336442523,55079,-87.960713,43.034113,1
"561",10.2481154110321,55087,-88.410017,44.336535,1
"562",10.0309493797519,55089,-87.944718,43.329252,1
"563",9.74949138853279,55109,-92.506966,45.028469,1
"564",9.20805996457349,55111,-89.90087,43.444512,1
"565",8.48309472249895,55119,-90.491269,45.191826,1
"566",6.11159409772617,55125,-89.531836,46.024577,1
"567",11.9759798147557,55133,-88.255888,43.036352,1
"568",5.27225233101856,56005,-105.496159,44.085797,2
"569",3.38262576396183,56009,-105.502721,42.857379,2
